,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sentiment,transformer_sentiment
2020-02-26,10.041503521986174,10.160068152311315,9.986781050380657,10.03238296508789,16736100,0.0,0.0,-1,0
2020-02-27,9.868216886783213,9.950300163181614,9.67668953178168,9.685810089111328,23272000,0.0,0.0,-1,0
2020-02-28,9.284515141255653,9.40307977727811,9.11122803099813,9.18419075012207,21543200,0.0,0.0,1,0
2020-03-02,9.238914208969181,9.476043506285501,9.147710365452346,9.448681831359863,16473900,0.0,0.0,0,0
2020-03-03,9.430439971703619,9.612846757757195,9.238912628901323,9.311875343322754,12922700,0.0,0.0,1,0
2020-03-04,9.439561426379962,9.558125196254908,9.320996786720768,9.549005508422852,12536000,0.0,0.0,-1,0
2020-03-05,9.412199782391639,9.448681143184466,9.184191059990413,9.238913536071777,12249800,0.0,0.0,-1,0
2020-03-06,9.083868145725345,9.15683087221436,8.746415318267578,8.91970157623291,15525700,0.0,0.0,-1,0
2020-03-09,8.399841342543546,8.527526539822802,8.016786620490022,8.28127670288086,12921200,0.0,0.0,0,0
2020-03-10,8.591368860023747,8.61872966358747,8.217434688777255,8.381600379943848,21848100,0.0,0.0,-1,0
2020-03-11,8.263035596005551,8.372479666642054,8.071508254945629,8.117109298706055,24616200,0.0,0.0,-1,0
2020-03-12,7.569890496674325,7.6519737839174775,7.29627982912526,7.34188175201416,17213700,0.0,0.0,1,0
2020-03-13,7.8435007104351335,7.879982072678746,7.296279406996669,7.642852783203125,35410600,0.0,0.0,-1,0
2020-03-16,6.7034566492685075,7.177714795525666,6.6031326851875285,6.7216973304748535,19661600,0.0,0.0,1,0
2020-03-17,6.749058597140392,7.232436868517796,6.49368862432226,7.177714824676514,20011000,0.0,0.0,-1,0
2020-03-18,6.475447217097785,6.86762247299954,6.457206537862269,6.703455924987793,25345100,0.0,0.0,-1,0
2020-03-19,6.67609524417547,6.7034560460769335,6.411605173036763,6.502808570861816,13834300,0.0,0.0,-1,0
2020-03-20,6.840261614574727,6.89498365530427,6.256559411900811,6.329522132873535,22880400,0.0,0.0,1,0
2020-03-23,6.31128130827711,6.5575307033738355,6.1653558696693045,6.493688106536865,26046500,0.0,0.0,1,0
2020-03-24,7.141233020255602,7.351001494339424,6.849382137826882,7.059149742126465,20455100,0.0,0.0,1,0
2020-03-25,7.0773909789735985,7.642852508303062,7.00442782221859,7.469565391540527,22259700,0.0,0.0,1,0
2020-03-26,7.752298145407451,8.326880347617664,7.679335408915782,8.299519538879395,29555000,0.0,0.0,-1,0
2020-03-27,7.889101236552826,8.053267790629903,7.706694437458423,7.761416912078857,23759500,0.0,0.0,0,0
